Price,Bedrooms,Bathrooms,Floor Area,Land Area,Region
440000000.0,7.0,7.0,1232.0,816.0,NCR
14000000.0,4.0,4.0,180.0,140.0,NCR
16000000.0,9.0,4.0,190.0,240.0,NCR
460000000.0,7.0,7.0,900.0,1500.0,NCR
13554567.0,3.0,3.0,100.0,200.0,NCR
1951400.0,3.0,2.0,40.0,45.0,Region IV-A
3800000.0,2.0,2.0,93.0,60.0,Region XI
12500000.0,5.0,3.0,500.0,938.0,Region VII
57000000.0,5.0,5.0,338.0,1187.0,Region III
4000000.0,3.0,2.0,60.0,120.0,Region VII
18000000.0,4.0,3.0,265.0,475.0,Region IV-A
25800000.0,3.0,3.0,212.0,113.0,NCR
2133600.0,3.0,1.0,40.0,50.0,Region IV-A
118000000.0,3.0,3.0,300.0,350.0,NCR
6700000.0,3.0,2.0,81.0,180.0,Region VII
4000000.0,3.0,2.0,65.0,85.0,Region IV-A
420000000.0,5.0,6.0,1600.0,868.0,NCR
39500000.0,4.0,3.0,500.0,287.0,NCR
5000000.0,2.0,1.0,60.0,110.0,Region IV-A
21500000.0,4.0,3.5,250.0,200.0,Region IV-A
35000000.0,4.0,5.0,368.0,277.0,Region IV-A
10280000.0,5.0,3.0,220.0,77.0,NCR
22000000.0,3.0,3.0,200.0,250.0,Region III
35000000.0,4.0,3.0,350.0,496.0,NCR
33000000.0,5.0,4.0,288.0,300.0,NCR
3950000.0,3.0,2.0,65.0,50.0,NCR
45000000.0,5.0,5.0,375.0,280.0,NCR
4900000.0,2.0,1.0,61.0,70.0,Region IV-A
26000000.0,4.0,4.0,350.0,289.0,NCR
52000000.0,6.0,4.5,480.0,500.0,NCR
5500000.0,2.0,2.0,110.0,121.0,Region I
188000000.0,6.0,6.0,910.0,510.0,NCR
32500000.0,4.0,4.0,268.0,287.0,NCR
6000000.0,3.0,3.0,120.0,64.0,Region IV-A
8000000.0,5.0,3.0,142.0,121.0,Region IV-A
12230000.0,3.0,3.0,182.93,62.8,NCR
18500000.0,3.0,3.0,300.0,204.0,NCR
28900000.0,4.0,4.0,270.0,204.0,NCR
8000000.0,3.0,2.0,83.0,120.0,NCR
9798000.0,4.0,3.0,155.0,104.0,Region IV-A
20000000.0,5.0,5.0,300.0,240.0,NCR
110000000.0,4.0,5.0,400.0,300.0,NCR
25000000.0,4.0,3.0,450.0,392.0,Region IV-A
45000000.0,5.0,6.0,432.0,1565.0,Region I
105000000.0,5.0,5.0,650.0,330.0,NCR
36000000.0,5.0,6.0,325.0,280.0,NCR
2090585.0,2.0,1.0,42.0,50.0,Region I
6900000.0,3.0,2.0,88.9,53.0,NCR
17000000.0,2.0,2.0,250.0,338.0,Region XI
10700000.0,4.0,2.0,150.0,120.0,Region III
1144549.0,3.0,1.0,46.6,40.0,Region I
5500000.0,3.0,2.0,76.0,70.0,Region IV-A
16000000.0,5.0,6.0,411.0,360.0,Region IV-A
7521360.0,3.0,2.0,90.0,112.0,Region III
2700000.0,2.0,1.0,37.0,79.0,NCR
540000000.0,6.0,7.0,1442.0,987.0,NCR
3155000.0,1.0,1.0,191.0,204.0,Region I
208000000.0,7.0,6.0,900.0,464.0,NCR
5739667.0,3.0,2.0,75.0,120.0,Region IV-A
21400000.0,5.0,3.0,300.0,400.0,NCR
36000000.0,5.0,4.0,309.0,2080.0,Region IV-A
8500000.0,2.0,1.0,63.0,288.0,NCR
6448937.0,3.0,2.0,76.0,90.0,Region IV-A
45000000.0,6.0,7.0,700.0,561.0,Region IV-A
5177819.0,3.0,2.0,73.1,41.0,Region IV-A
4169183.0,2.0,1.0,54.0,113.0,Region IV-A
42500000.0,5.0,5.5,460.0,300.0,Region IV-A
17500000.0,5.0,3.0,300.0,240.0,NCR
92000000.0,5.0,5.0,421.0,400.0,NCR
10000000.0,6.0,4.0,318.0,210.0,Region VII
14000000.0,4.0,3.0,240.0,173.0,Region IV-A
30000000.0,4.0,4.0,300.0,280.0,NCR
5000000.0,2.0,2.0,60.0,150.0,Region VII
19500000.0,3.0,3.0,188.0,172.0,Region IV-A
29000000.0,6.0,6.0,450.0,191.0,NCR
125000000.0,4.0,3.0,300.0,330.0,NCR
5040000.0,3.0,2.0,80.0,190.0,Region I
125000000.0,4.0,5.0,400.0,300.0,NCR
45000000.0,5.0,5.0,350.0,464.0,NCR
49000000.0,5.0,5.0,450.0,510.0,NCR
15000000.0,5.0,4.0,303.0,90.0,NCR
25000000.0,3.0,3.0,270.0,101.0,NCR
30000000.0,5.0,4.0,550.0,386.0,Region IV-A
50000000.0,5.0,5.0,323.0,302.0,NCR
120000000.0,4.0,5.0,400.0,720.0,NCR
37500000.0,5.0,5.0,375.0,280.0,NCR
800000000.0,5.0,5.0,700.0,1156.0,NCR
18000000.0,3.0,3.0,260.0,144.0,NCR
3400000.0,3.0,2.0,66.0,80.0,Region IV-A
3816956.0,3.0,2.0,53.24,72.0,Region I
17500000.0,4.0,3.0,250.0,214.0,Region IV-A
6449458.0,4.0,2.0,86.0,110.0,Region VII
18500000.0,4.0,4.0,190.0,184.0,Region XI
8000000.0,3.0,2.0,110.0,45.0,NCR
2245920.0,3.0,1.0,40.0,50.0,Region IV-A
16000000.0,5.0,4.0,210.0,208.0,Region XI
45000000.0,5.0,5.0,400.0,300.0,NCR
12000000.0,6.0,5.0,110.0,240.0,Region IV-A
130000000.0,4.0,4.0,500.0,550.0,NCR
10500000.0,4.0,3.0,130.0,300.0,Region XI
38000000.0,3.0,3.0,417.0,472.0,NCR
420000000.0,7.0,7.0,1233.0,816.0,NCR
23609000.0,3.0,2.0,243.0,240.0,Region IV-A
16500000.0,4.0,4.0,240.0,60.0,NCR
28000000.0,8.0,4.0,420.0,315.0,NCR
72000000.0,4.0,4.0,504.0,300.0,NCR
9500000.0,4.0,4.0,250.0,117.0,NCR
420000000.0,5.0,5.0,1172.0,762.0,NCR
4280000.0,1.0,1.0,156.0,250.0,Region III
2000000.0,2.0,2.0,80.0,120.0,Region IV-A
8000000.0,4.0,3.0,166.0,108.0,Region IV-A
29000000.0,5.0,4.0,334.0,235.0,NCR
220000000.0,10.0,7.0,1522.0,735.0,Region VII
16800000.0,4.0,3.0,240.0,180.0,Region I
11160100.0,3.0,3.0,90.0,150.0,Region IV-A
2860000.0,2.0,1.0,36.0,44.0,Region V
34800000.0,5.0,5.0,360.0,280.0,NCR
8500000.0,3.0,3.0,186.0,183.0,Region IV-A
70000000.0,6.0,6.0,780.0,1500.0,Region XI
13500000.0,4.0,4.0,216.0,72.0,NCR
5500000.0,3.0,5.0,202.5,120.0,Region I
25500000.0,7.0,6.0,350.0,150.0,NCR
35868400.0,4.0,4.0,278.0,240.0,NCR
16500000.0,4.0,4.0,195.0,280.0,NCR
8000000.0,3.0,4.0,344.0,1058.0,Region III
6300000.0,3.0,2.0,100.0,79.0,NCR
18000000.0,3.0,4.0,220.0,288.0,NCR
23000000.0,4.0,3.0,200.0,221.0,NCR
5002500.0,2.0,2.0,81.0,60.0,Region IV-A
8455880.0,4.0,2.0,167.0,154.0,Region IV-A
60000000.0,4.0,5.0,627.0,306.0,NCR
1970000.0,1.0,1.0,46.0,77.0,Region IV-A
18000000.0,3.0,3.0,300.0,450.0,NCR
15000000.0,4.0,3.0,170.0,127.0,Region IV-A
17000000.0,3.0,4.0,800.0,290.0,Region IV-A
1350000.0,1.0,1.0,48.0,80.0,Region IV-A
6142000.0,3.0,2.0,66.0,88.0,Region V
2666000.0,3.0,2.0,60.0,50.0,Region IV-A
8000000.0,3.0,2.0,81.0,120.0,Region IV-A
15000000.0,4.0,3.0,258.0,180.0,Region IV-A
16000000.0,5.0,4.0,167.0,152.0,Region XI
213000000.0,5.0,5.0,800.0,660.0,NCR
869000.0,1.0,1.0,32.0,62.0,Region III
22000000.0,6.0,5.0,400.0,394.0,Region VII
6270000.0,3.0,2.0,77.0,140.0,Region IV-A
5781000.0,3.0,3.0,108.0,117.0,Region IV-A
1300000.0,1.0,1.0,48.0,70.0,Region III
7257800.0,3.0,2.0,93.0,155.0,Region IV-A
15800000.0,4.0,3.0,175.0,115.25,NCR
2959000.0,2.0,1.0,46.0,44.0,Region VI
1969000.0,1.0,1.0,22.0,44.0,Region VI
13000000.0,3.0,2.0,172.0,150.0,Region VII
6500000.0,5.0,3.0,300.0,380.0,NCR
15000000.0,4.0,4.0,220.0,111.0,NCR
1227000.0,2.0,1.0,39.0,107.0,Region III
6560400.0,3.0,2.0,99.27,60.7,Region IV-A
19500000.0,4.0,4.0,330.0,550.0,Region XI
4340000.0,2.0,1.0,46.0,66.0,Region V
26500000.0,5.0,5.0,350.0,150.0,Region IV-A
16000000.0,4.0,4.0,202.0,180.0,Region XI
1600000.0,2.0,1.0,47.0,54.0,Region IV-A
2068000.0,2.0,1.0,44.5,58.5,NCR
8231063.0,4.0,3.0,98.0,131.0,Region IV-A
18000000.0,5.0,4.0,304.0,200.0,Region I
13000000.0,3.0,3.0,140.0,240.0,NCR
13000000.0,4.0,3.0,144.0,120.0,Region IV-A
15000000.0,5.0,4.0,240.0,122.0,NCR
50000000.0,4.0,5.0,495.0,521.0,Region IV-A
6546210.0,4.0,2.0,116.4,176.0,Region IV-A
26500000.0,5.0,5.0,350.0,150.0,Region IV-A
900000000.0,5.0,5.0,1080.0,2571.0,NCR
17800000.0,3.0,2.0,280.0,280.0,NCR
25000000.0,6.0,6.0,380.0,150.0,NCR
9488617.0,3.0,3.0,121.0,100.0,NCR
2110795.0,3.0,2.0,64.26,50.0,Region IV-A
65000000.0,5.0,5.0,488.0,167.0,Region I
9200000.0,4.0,3.0,118.7,66.0,NCR
5480000.0,3.0,2.0,94.38,60.0,NCR
3200000.0,3.0,2.0,110.0,150.0,Region IV-A
5324500.0,2.0,2.0,88.0,60.0,Region IV-A
208000000.0,5.0,6.0,642.0,288.0,NCR
78000000.0,4.0,4.0,300.0,705.0,NCR
68000000.0,7.0,7.0,884.0,523.0,Region IV-A
17990000.0,3.0,2.0,220.0,150.0,Region IV-A
2500000000.0,5.0,7.0,2100.0,1525.0,NCR
9000000.0,4.0,5.0,156.0,150.0,Region VII
2484027.0,1.0,1.0,26.0,84.0,Region IV-A
6500000.0,3.0,4.0,184.0,130.0,Region VII
6500000.0,3.0,2.0,81.0,88.81,NCR
6950000.0,3.0,3.0,96.0,60.0,NCR
63500000.0,7.0,7.0,700.0,460.0,NCR
15000000.0,4.0,3.0,210.0,111.0,NCR
3812480.0,2.0,2.0,52.0,96.0,Region III
45000000.0,4.0,4.0,350.0,280.0,NCR
2300000.0,3.0,1.0,48.0,52.0,Region IV-A
20000000.0,3.0,4.0,280.0,408.0,Region XIV
19900000.0,3.0,4.0,240.0,246.0,Region III
9000000.0,5.0,3.0,280.0,279.0,Region IV-A
3500000.0,3.0,2.0,57.44,80.0,Region IV-A
6503750.0,3.0,3.0,130.72,60.0,Region IV-A
3700000.0,4.0,2.0,85.0,74.0,Region IV-A
6800000.0,4.0,3.0,187.17,137.0,Region IV-A
2600000.0,3.0,2.0,54.7,50.0,Region IV-A
6600000.0,4.0,2.0,140.0,70.0,NCR
5000000.0,3.0,2.0,150.0,81.0,Region I
1700000.0,3.0,2.0,52.5,116.0,Region X
3200000.0,1.0,1.0,124.0,124.0,Region VII
3100000.0,1.0,1.0,83.0,91.0,Region VI
15000000.0,3.0,3.0,160.0,120.0,Region IV-A
2100000.0,3.0,1.0,70.0,118.0,Region III
1788000.0,2.0,1.0,44.0,107.0,Region III
14900000.0,5.0,7.0,350.0,264.0,Region IV-A
1815200.0,2.0,1.0,38.0,84.0,Region IV-A
3697532.0,2.0,1.0,42.4,72.0,Region IV-A
4150000.0,3.0,2.0,78.3,50.0,Region IV-A
3200000.0,3.0,3.0,94.0,50.0,Region IV-A
32500000.0,5.0,4.0,370.0,280.0,NCR
50000000.0,4.0,4.0,475.0,338.0,NCR
13000000.0,3.0,3.0,180.0,60.0,NCR
12800000.0,4.0,4.0,128.0,150.0,Region III
14000000.0,3.0,3.0,240.0,152.0,Region IV-A
3500000.0,2.0,2.0,67.0,80.0,Region IV-A
10900000.0,3.0,1.0,140.0,80.0,NCR
35000000.0,4.0,4.0,301.0,491.0,Region IV-A
8500000.0,3.0,3.0,120.0,108.0,Region IV-A
4700000.0,4.0,4.0,120.0,60.0,Region IV-A
15500000.0,4.0,3.0,260.0,200.0,NCR
3000000.0,2.0,1.0,36.0,120.0,Region XI
39000000.0,7.0,4.0,300.0,345.0,Region IV-A
4438000.0,3.0,2.0,72.0,80.0,NCR
1690000.0,3.0,1.0,45.0,36.0,Region IV-A
7000000.0,3.0,3.0,110.0,73.0,NCR
9000000.0,4.0,2.0,160.0,111.0,Region IV-A
24000000.0,3.0,3.0,290.0,204.0,NCR
4433750.0,2.0,2.0,106.0,138.0,Region IV-A
2750000.0,2.0,1.0,43.0,45.0,Region IV-A
7000000.0,3.0,4.0,226.0,240.0,Region VI
3400000.0,2.0,1.0,80.0,57.5,Region IV-A
4000000.0,3.0,2.0,80.0,48.0,Region IV-A
22600000.0,4.0,4.0,265.69,68.0,NCR
16000000.0,3.0,3.0,175.0,67.0,NCR
8530000.0,3.0,2.0,132.0,90.0,NCR
7494000.0,3.0,2.0,66.0,121.0,Region IV-A
4500505.0,3.0,2.0,54.0,96.0,Region IV-A
5200000.0,6.0,6.0,192.72,157.0,Region IV-A
8365000.0,5.0,3.0,150.0,150.0,Region IV-A
1700000.0,3.0,1.0,40.0,70.0,Region III
3000000.0,1.0,1.0,90.0,119.0,Region I
36000000.0,5.0,4.0,250.0,204.0,NCR
15900000.0,5.0,3.0,300.0,162.0,Region XI
4500000.0,4.0,2.0,81.0,100.0,Region IV-A
8000000.0,4.0,3.0,240.0,212.0,Region I
5500000.0,3.0,3.0,112.0,100.0,Region I
6800000.0,4.0,4.0,208.78,281.0,Region IV-A
6643000.0,9.0,5.0,438.0,480.0,Region IV-A
1860000.0,1.0,1.0,48.0,159.0,Region IV-A
2177000.0,2.0,1.0,36.0,100.0,Region III
5800000.0,7.0,5.0,151.0,150.0,Region IV-A
2400000.0,4.0,2.0,62.22,60.0,Region IV-A
2662000.0,3.0,2.0,38.0,121.0,Region XI
34000000.0,4.0,3.0,350.0,192.0,Region IV-A
28000000.0,4.0,3.0,272.0,221.0,Region III
5000000.0,2.0,1.0,69.0,35.0,NCR
1400000.0,1.0,1.0,46.0,91.0,Region VI
10980000.0,3.0,3.0,110.0,120.0,Region IV-A
15500000.0,5.0,3.0,180.0,120.0,NCR
22000000.0,4.0,4.0,400.0,600.0,Region IV-A
220000000.0,11.0,12.0,2200.0,1399.0,Region III
13000000.0,4.0,5.0,300.0,400.0,Region IV-A
2500000.0,2.0,1.0,50.0,64.0,Region IV-A
18500000.0,5.0,5.0,240.0,210.0,NCR
22749290.0,4.0,4.0,119.27,75.0,NCR
24372955.0,4.0,3.0,166.0,75.0,NCR
8000000.0,6.0,7.0,239.0,269.0,Region IV-A
6050000.0,4.0,3.0,90.56,180.0,Region XI
17000000.0,4.0,4.0,230.0,150.0,Region IV-A
2500000.0,3.0,2.0,66.0,100.0,Region IV-A
16500000.0,4.0,3.0,182.0,127.0,NCR
7258203.0,3.0,2.0,161.0,60.0,Region VII
65000000.0,8.0,7.0,670.0,555.0,Region IV-A
52000000.0,3.0,3.0,380.0,162.3,Region I
13000000.0,4.0,3.0,230.0,150.0,Region IV-A
16000000.0,5.0,2.0,180.0,540.0,Region IV-A
4500000.0,3.0,2.0,90.0,55.0,Region IV-A
45000000.0,4.0,3.0,370.0,200.0,NCR
78000000.0,5.0,5.0,822.0,556.0,Region IV-A
5500000.0,2.0,4.0,112.0,120.0,Region VII
